age,height_cm,weight_kg,work_rate_att,overall
18,176.0,72.0,Medium,66
28,188.0,90.0,Medium,66
24,179.0,75.0,Medium,66
32,166.0,62.0,Medium,66
24,193.0,91.0,Medium,66
28,192.0,82.0,Medium,66
25,191.0,88.0,Low,66
24,179.0,65.0,Medium,66
30,183.0,81.0,Medium,66
22,183.0,73.0,High,66
30,187.0,82.0,Medium,66
24,186.0,83.0,Medium,66
32,176.0,73.0,Medium,66
34,175.0,75.0,Medium,66
26,191.0,87.0,Medium,66
23,192.0,81.0,Medium,66
23,166.0,71.0,Medium,66
28,170.0,70.0,Medium,66
27,178.0,69.0,High,66
24,181.0,71.0,Medium,66
21,179.0,69.0,Medium,66
23,180.0,66.0,High,66
30,177.0,75.0,High,66
22,180.0,73.0,High,66
34,187.0,74.0,Medium,66
33,187.0,77.0,Medium,66
21,185.0,72.0,Medium,66
23,180.0,75.0,Medium,66
24,186.0,84.0,High,66
37,180.0,79.0,Medium,66
31,176.0,73.0,High,66
35,176.0,69.0,Medium,66
24,184.0,75.0,High,66
25,174.0,71.0,Medium,66
24,170.0,63.0,High,66
23,187.0,75.0,Medium,66
25,180.0,74.0,High,66
24,180.0,74.0,High,66
23,181.0,74.0,High,66
27,196.0,83.0,Low,66
29,190.0,76.0,Medium,66
26,190.0,81.0,Low,66
33,173.0,69.0,Medium,66
32,181.0,82.0,High,66
24,167.0,65.0,Medium,66
20,192.0,81.0,Medium,66
22,173.0,70.0,High,66
25,186.0,73.0,Medium,66
22,180.0,70.0,Medium,66
24,185.0,70.0,Medium,66
24,195.0,87.0,Medium,66
25,177.0,70.0,Medium,66
19,180.0,73.0,Medium,66
27,187.0,88.0,Medium,66
23,173.0,67.0,High,66
25,180.0,75.0,High,66
20,179.0,70.0,Medium,66
27,165.0,62.0,High,66
23,175.0,69.0,High,66
21,186.0,77.0,Medium,66
32,187.0,74.0,Medium,66
26,170.0,68.0,High,66
29,169.0,71.0,Medium,66
24,187.0,88.0,High,66
24,178.0,70.0,Medium,66
22,167.0,66.0,High,66
27,176.0,76.0,Medium,66
23,191.0,86.0,Medium,66
20,175.0,66.0,Medium,66
28,184.0,74.0,Medium,66
31,181.0,75.0,Medium,66
23,174.0,73.0,Medium,66
23,180.0,74.0,Medium,66
25,182.0,76.0,Medium,66
27,174.0,67.0,Medium,66
30,183.0,73.0,Medium,66
28,187.0,76.0,Medium,66
25,177.0,71.0,Medium,66
29,177.0,62.0,Medium,66
22,192.0,84.0,Medium,66
29,178.0,77.0,Medium,66
25,193.0,89.0,Medium,66
28,173.0,72.0,Medium,66
25,182.0,74.0,Medium,66
18,189.0,80.0,Medium,66
25,181.0,74.0,Medium,66
31,188.0,86.0,Medium,66
24,168.0,77.0,High,66
26,175.0,75.0,High,66
23,171.0,72.0,High,66
34,179.0,67.0,Medium,66
21,173.0,68.0,Medium,66
23,194.0,75.0,Medium,66
24,188.0,87.0,Medium,66
23,186.0,80.0,Medium,66
22,192.0,85.0,Low,66
29,187.0,84.0,Medium,66
20,183.0,65.0,Medium,66
18,181.0,70.0,Medium,66
30,183.0,73.0,Medium,66
29,180.0,80.0,Medium,66
28,185.0,73.0,Low,66
32,184.0,83.0,Medium,66
22,177.0,77.0,High,66
31,182.0,80.0,Medium,66
34,193.0,89.0,Medium,66
30,180.0,67.0,Medium,66
22,175.0,68.0,Low,66
35,183.0,64.0,Medium,66
31,174.0,69.0,High,66
23,180.0,72.0,Medium,66
25,176.0,76.0,Medium,66
18,182.0,77.0,Medium,66
30,187.0,83.0,Medium,66
20,170.0,60.0,High,66
32,179.0,72.0,Medium,66
24,168.0,60.0,High,66
25,175.0,72.0,Low,66
25,173.0,69.0,Medium,66
25,172.0,64.0,High,66
30,196.0,92.0,Medium,66
27,180.0,73.0,Medium,66
34,180.0,79.0,Medium,66
24,175.0,70.0,Medium,66
26,193.0,76.0,Medium,66
25,179.0,70.0,Medium,66
27,189.0,80.0,Medium,66
39,178.0,77.0,Medium,66
23,181.0,75.0,High,66
22,173.0,78.0,Medium,66
25,172.0,65.0,High,66
21,178.0,71.0,Medium,66
28,185.0,76.0,High,66
25,178.0,78.0,Medium,66
24,176.0,74.0,Low,66
20,170.0,74.0,Medium,66
26,181.0,75.0,Medium,66
25,183.0,79.0,Medium,66
26,180.0,72.0,Low,66
22,172.0,68.0,Medium,66
19,179.0,64.0,Medium,66
22,178.0,71.0,Medium,66
25,178.0,79.0,High,66
27,179.0,70.0,Medium,66
21,180.0,71.0,High,66
39,194.0,97.0,Low,66
27,188.0,79.0,High,66
27,176.0,77.0,High,66
30,185.0,78.0,Medium,66
23,175.0,72.0,Medium,66
28,190.0,83.0,Medium,66
22,183.0,75.0,Medium,66
24,194.0,80.0,Medium,66
29,183.0,67.0,Medium,66
30,183.0,74.0,Medium,66
27,185.0,81.0,High,66
20,172.0,68.0,Medium,66
21,180.0,74.0,Medium,66
30,188.0,78.0,Medium,66
25,175.0,64.0,Medium,66
17,178.0,70.0,High,66
25,190.0,82.0,Medium,66
25,175.0,69.0,High,66
22,186.0,78.0,Medium,66
27,178.0,76.0,Medium,66
23,184.0,75.0,High,66
28,184.0,78.0,Medium,66
25,176.0,72.0,Medium,66
21,179.0,73.0,High,66
28,184.0,84.0,Medium,66
18,183.0,81.0,Medium,66
29,180.0,82.0,Medium,66
30,190.0,88.0,Medium,66
33,191.0,90.0,Medium,66
30,181.0,70.0,Medium,66
25,178.0,71.0,High,66
25,194.0,86.0,Low,66
31,173.0,69.0,Medium,66
24,186.0,75.0,Medium,66
24,186.0,80.0,Medium,66
30,180.0,74.0,Medium,66
29,177.0,72.0,Medium,66
22,172.0,67.0,High,66
29,178.0,73.0,Low,66
27,183.0,76.0,Medium,66
22,186.0,88.0,Medium,66
31,180.0,72.0,Medium,66
29,181.0,74.0,Medium,66
36,185.0,80.0,Medium,66
30,174.0,74.0,Low,66
25,168.0,68.0,High,66
25,178.0,65.0,Medium,66
22,181.0,74.0,Medium,66
21,185.0,75.0,High,66
23,196.0,89.0,Medium,66
31,177.0,69.0,Medium,66
23,184.0,72.0,Medium,66
22,178.0,67.0,High,66
25,177.0,73.0,Medium,66
18,191.0,78.0,Medium,66
19,185.0,77.0,Medium,66
36,196.0,95.0,Medium,66
33,179.0,78.0,High,66
19,179.0,73.0,Medium,66
26,180.0,75.0,High,66
33,184.0,75.0,Medium,66
20,191.0,75.0,Medium,66
23,170.0,64.0,Medium,66
26,185.0,90.0,Medium,66
29,185.0,75.0,Medium,66
26,181.0,76.0,Medium,66
26,179.0,75.0,Medium,66
25,186.0,74.0,Medium,66
24,170.0,65.0,Medium,66
30,183.0,75.0,Medium,66
29,181.0,74.0,High,66
25,178.0,67.0,High,66
21,185.0,70.0,Medium,66
33,179.0,75.0,Medium,66
24,185.0,66.0,Medium,66
28,178.0,75.0,Medium,66
29,187.0,78.0,Medium,66
27,171.0,67.0,High,66
23,184.0,72.0,Medium,66
27,177.0,68.0,High,66
27,182.0,80.0,Medium,66
29,189.0,96.0,Medium,66
22,170.0,70.0,High,66
21,178.0,70.0,Medium,66
18,180.0,78.0,Medium,66
25,186.0,74.0,Medium,66
25,196.0,84.0,High,66
32,186.0,79.0,Medium,66
18,170.0,67.0,High,66
20,192.0,86.0,Low,66
22,180.0,75.0,Medium,66
25,191.0,82.0,Medium,66
23,188.0,86.0,Medium,66
24,189.0,76.0,Medium,66
32,181.0,80.0,Medium,66
25,169.0,60.0,Medium,66
27,186.0,80.0,Medium,66
22,181.0,76.0,High,66
23,182.0,72.0,Medium,66
30,180.0,78.0,High,66
21,178.0,66.0,High,66
18,174.0,70.0,High,66
22,171.0,64.0,Medium,66
34,188.0,82.0,Medium,66
27,180.0,76.0,High,66
27,186.0,80.0,Medium,66
30,180.0,76.0,Medium,66
22,180.0,72.0,Medium,66
25,182.0,79.0,Medium,66
29,178.0,77.0,Medium,66
28,185.0,79.0,Medium,66
29,167.0,61.0,Medium,66
29,188.0,85.0,Medium,66
20,170.0,69.0,Medium,66
27,172.0,74.0,Medium,66
26,178.0,76.0,Medium,66
29,184.0,76.0,Medium,66
21,184.0,78.0,Medium,66
25,177.0,64.0,High,66
28,167.0,70.0,High,66
27,183.0,75.0,High,66
23,184.0,81.0,High,66
28,185.0,80.0,Medium,66
31,171.0,60.0,High,66
29,170.0,64.0,High,66
27,183.0,79.0,Low,66
25,181.0,81.0,Medium,66
23,180.0,74.0,Medium,66
33,172.0,71.0,Medium,66
30,186.0,80.0,Medium,66
29,193.0,84.0,Low,66
25,174.0,72.0,Medium,66
25,178.0,76.0,High,66
36,186.0,81.0,Medium,66
24,175.0,70.0,High,66
31,180.0,72.0,Medium,66
24,183.0,74.0,High,66
36,176.0,73.0,Medium,66
25,181.0,78.0,Medium,66
26,184.0,79.0,Medium,66
32,188.0,87.0,Medium,66
25,178.0,70.0,Medium,66
38,184.0,77.0,Medium,66
29,168.0,64.0,High,66
24,175.0,70.0,Medium,66
23,189.0,82.0,Medium,66
28,190.0,87.0,Medium,66
33,187.0,88.0,Medium,66
24,182.0,78.0,Medium,66
26,179.0,70.0,Medium,66
21,185.0,80.0,High,66
23,183.0,84.0,Medium,66
18,181.0,74.0,High,66
26,190.0,78.0,Medium,66
26,180.0,78.0,Medium,66
23,191.0,83.0,Medium,66
24,185.0,84.0,High,66
29,180.0,77.0,Medium,66
30,173.0,68.0,Medium,66
29,186.0,84.0,Medium,66
27,178.0,76.0,Medium,66
25,178.0,75.0,High,66
26,173.0,77.0,High,66
25,187.0,92.0,Low,66
28,180.0,73.0,Medium,66
24,191.0,85.0,Medium,66
28,186.0,76.0,High,66
24,173.0,66.0,Medium,66
28,171.0,67.0,Medium,66
22,179.0,73.0,Medium,66
27,172.0,72.0,Medium,66
32,188.0,90.0,Medium,66
34,183.0,82.0,Medium,66
23,178.0,71.0,Medium,66
24,184.0,75.0,High,66
27,179.0,78.0,Medium,66
19,185.0,77.0,High,66
25,185.0,72.0,High,66
25,172.0,65.0,High,66
18,180.0,74.0,Medium,66
19,178.0,71.0,Medium,66
23,186.0,80.0,Medium,66
20,182.0,82.0,High,66
23,175.0,74.0,Medium,66
23,179.0,73.0,High,66
18,185.0,77.0,Medium,66
31,178.0,71.0,Medium,66
27,180.0,73.0,High,66
23,191.0,88.0,Medium,66
29,183.0,78.0,Medium,66
28,188.0,86.0,Medium,66
22,175.0,70.0,High,66
26,179.0,72.0,Medium,66
23,180.0,74.0,Medium,66
26,182.0,77.0,Medium,66
27,190.0,75.0,High,66
22,177.0,70.0,High,66
30,196.0,83.0,Medium,66
29,183.0,83.0,Medium,66
28,183.0,77.0,Medium,66
25,176.0,72.0,Medium,66
27,168.0,65.0,Medium,66
30,175.0,68.0,Medium,66
27,188.0,77.0,Low,66
26,183.0,76.0,Medium,66
31,182.0,73.0,High,66
22,189.0,81.0,Medium,66
19,188.0,74.0,Medium,66
21,172.0,68.0,Medium,66
32,171.0,72.0,Medium,66
24,175.0,67.0,High,66
24,170.0,70.0,High,66
24,190.0,88.0,High,66
29,177.0,72.0,Medium,66
22,177.0,69.0,Medium,66
22,172.0,64.0,High,66
30,180.0,80.0,High,66
24,183.0,80.0,Medium,66
23,168.0,65.0,Medium,66
28,183.0,83.0,Medium,66
30,180.0,79.0,Medium,66
26,195.0,85.0,Medium,66
20,183.0,71.0,Medium,66
21,184.0,79.0,High,66
28,193.0,92.0,Medium,66
20,187.0,78.0,Low,66
20,180.0,70.0,Medium,66
22,171.0,71.0,Medium,66
26,185.0,76.0,Medium,66
24,180.0,70.0,Medium,66
26,178.0,72.0,Medium,66
32,180.0,81.0,Low,66
28,180.0,71.0,High,66
21,191.0,77.0,Medium,66
25,184.0,80.0,Medium,66
27,180.0,69.0,High,66
21,185.0,78.0,Medium,66
25,178.0,85.0,High,66
21,180.0,72.0,Medium,66
24,174.0,70.0,Medium,66
21,190.0,82.0,Medium,66
29,180.0,76.0,High,66
31,172.0,65.0,Medium,66
25,191.0,91.0,Medium,66
30,181.0,70.0,Medium,66
27,185.0,78.0,Medium,66
26,185.0,80.0,Medium,66
19,183.0,75.0,Medium,66
29,180.0,79.0,Medium,66
33,184.0,78.0,Medium,66
19,193.0,93.0,High,66
20,184.0,70.0,Medium,66
21,183.0,75.0,Medium,66
32,196.0,91.0,Medium,66
32,183.0,77.0,Medium,66
26,188.0,87.0,Medium,66
35,183.0,77.0,Medium,66
23,180.0,70.0,Medium,66
25,185.0,85.0,Medium,66
28,176.0,67.0,High,66
29,180.0,68.0,Medium,66
25,180.0,77.0,Medium,66
23,174.0,73.0,Medium,66
33,175.0,70.0,Medium,66
29,183.0,75.0,High,66
26,186.0,75.0,Medium,66
29,187.0,78.0,Medium,66
29,183.0,75.0,Medium,66
20,190.0,85.0,Medium,66
26,185.0,80.0,Medium,66
29,176.0,68.0,High,66
28,173.0,74.0,High,66
26,179.0,71.0,High,66
22,183.0,75.0,Medium,66
22,190.0,81.0,Medium,66
23,192.0,85.0,High,66
29,180.0,78.0,Medium,66
20,179.0,75.0,High,66
20,179.0,71.0,Medium,66
25,178.0,77.0,Medium,66
27,181.0,78.0,Medium,66
23,180.0,76.0,High,66
20,174.0,75.0,Medium,66
20,187.0,78.0,High,66
27,191.0,86.0,High,66
23,172.0,66.0,Medium,66
29,173.0,68.0,Medium,66
24,181.0,75.0,Medium,66
32,180.0,69.0,High,66
24,185.0,78.0,Medium,66
24,179.0,76.0,Medium,66
25,185.0,80.0,Medium,66
27,192.0,88.0,Medium,66
25,183.0,79.0,Medium,66
19,182.0,78.0,Medium,66
30,170.0,69.0,High,66
25,176.0,77.0,Medium,66
25,180.0,70.0,Medium,66
19,174.0,59.0,Medium,66
29,177.0,72.0,Medium,66
29,185.0,75.0,Medium,66
24,177.0,69.0,Medium,66
26,177.0,75.0,Medium,66
25,174.0,70.0,Medium,66
21,186.0,76.0,Medium,66
19,170.0,66.0,Medium,66
21,175.0,67.0,High,66
28,178.0,65.0,Medium,66
20,174.0,69.0,Medium,66
29,195.0,92.0,Medium,66
29,178.0,75.0,High,66
31,182.0,76.0,Medium,66
33,179.0,75.0,Medium,66
29,183.0,76.0,Medium,66
30,175.0,70.0,Medium,66
23,180.0,77.0,High,66
21,175.0,75.0,Medium,66
30,172.0,75.0,Medium,66
29,176.0,70.0,Medium,66
20,176.0,70.0,Medium,66
28,175.0,73.0,Medium,66
27,176.0,70.0,Medium,66
32,176.0,74.0,Medium,66
23,183.0,71.0,Medium,66
23,175.0,72.0,Medium,66
20,177.0,66.0,High,66
21,181.0,75.0,Medium,66
25,178.0,79.0,Medium,66
33,183.0,75.0,High,66
31,175.0,70.0,High,66
27,170.0,73.0,Medium,66
26,186.0,79.0,Low,66
24,191.0,90.0,Medium,66
28,179.0,74.0,Low,66
31,183.0,78.0,Medium,66
20,184.0,81.0,High,66
31,187.0,80.0,High,66
24,169.0,70.0,Medium,66
27,185.0,70.0,Medium,66
29,179.0,78.0,High,66
30,169.0,68.0,High,66
20,190.0,83.0,Medium,66
26,173.0,71.0,Medium,66
30,176.0,70.0,Medium,66
24,175.0,76.0,High,66
24,176.0,67.0,High,66
21,184.0,77.0,Medium,66
20,180.0,70.0,Medium,66
21,196.0,82.0,Low,66
33,196.0,91.0,Medium,66
26,172.0,71.0,High,66
27,190.0,76.0,Medium,66
26,177.0,74.0,Medium,66
22,184.0,87.0,High,66
34,175.0,74.0,Medium,66
30,175.0,70.0,High,66
23,177.0,70.0,High,66
26,175.0,67.0,High,66
36,189.0,79.0,Low,66
34,186.0,81.0,Medium,66
29,170.0,68.0,Medium,66
29,180.0,75.0,Medium,66
29,178.0,74.0,Medium,66
30,187.0,80.0,Medium,66
31,172.0,71.0,High,66
17,178.0,68.0,Medium,66
29,181.0,89.0,Medium,66
28,188.0,90.0,Medium,66
23,180.0,65.0,High,66
23,180.0,77.0,High,66
19,170.0,71.0,Medium,66
28,170.0,68.0,High,66
31,171.0,66.0,High,66
23,183.0,73.0,Medium,66
36,188.0,83.0,Medium,66
28,182.0,85.0,High,66
23,187.0,84.0,Medium,66
28,182.0,76.0,High,66
28,188.0,83.0,Medium,66
23,188.0,82.0,Medium,66
21,180.0,66.0,Medium,66
29,185.0,75.0,Medium,66
20,182.0,68.0,Medium,66
22,168.0,65.0,Medium,66
22,196.0,93.0,Low,66
28,177.0,75.0,High,66
29,185.0,91.0,Medium,66
31,187.0,77.0,Medium,66
32,183.0,81.0,Medium,66
24,175.0,76.0,High,66
22,195.0,86.0,Medium,66
22,188.0,75.0,High,66
24,172.0,66.0,High,66
21,180.0,69.0,Medium,66
20,180.0,70.0,Medium,66
29,183.0,75.0,High,66
30,183.0,70.0,Medium,66
27,180.0,76.0,High,66
23,180.0,77.0,Medium,66
24,177.0,69.0,Medium,66
33,175.0,74.0,Medium,66
24,178.0,70.0,Medium,66
22,184.0,77.0,Medium,66
17,159.0,58.0,High,66
26,188.0,92.0,High,66
23,178.0,75.0,Medium,66
24,183.0,75.0,Medium,66
21,185.0,83.0,Medium,66
26,176.0,66.0,Medium,66
23,196.0,89.0,Medium,66
21,179.0,75.0,Medium,66
24,178.0,74.0,Medium,66
32,191.0,84.0,High,66
21,183.0,76.0,Medium,66
29,185.0,85.0,Medium,66
20,185.0,80.0,Medium,66
27,174.0,68.0,Medium,66
20,185.0,81.0,Medium,66
21,185.0,84.0,Medium,66
30,179.0,74.0,Medium,66
20,175.0,73.0,High,66
30,176.0,70.0,Medium,66
32,175.0,72.0,High,66
26,189.0,81.0,Medium,66
29,173.0,72.0,Medium,66
22,174.0,61.0,Medium,66
31,180.0,75.0,Low,66
33,187.0,77.0,Medium,66
28,182.0,72.0,Medium,66
22,179.0,74.0,High,66
21,179.0,82.0,Medium,66
20,180.0,72.0,Medium,66
31,178.0,77.0,Medium,66
26,183.0,76.0,Medium,66
35,178.0,70.0,High,66
30,186.0,72.0,Medium,66
23,179.0,78.0,Medium,66
33,191.0,90.0,Medium,66
32,174.0,67.0,Low,66
26,173.0,65.0,High,66
26,177.0,73.0,Medium,66
29,189.0,87.0,Low,66
23,173.0,70.0,Medium,66
19,189.0,75.0,Medium,66
26,173.0,69.0,Medium,66
29,187.0,84.0,Medium,66
26,180.0,75.0,Medium,66
22,187.0,83.0,High,66
29,178.0,80.0,Medium,66
28,172.0,70.0,Medium,66
21,186.0,80.0,High,66
31,185.0,70.0,Medium,66
33,172.0,71.0,Medium,66
28,182.0,78.0,High,66
23,183.0,84.0,Medium,66
26,187.0,78.0,Medium,66
29,168.0,64.0,High,66
31,184.0,79.0,Medium,66
24,190.0,80.0,Medium,66
24,182.0,73.0,Medium,66
18,188.0,76.0,Medium,66
19,173.0,70.0,High,66
34,167.0,66.0,High,66
26,176.0,63.0,High,66
32,193.0,82.0,Medium,66
24,191.0,80.0,Medium,66
19,170.0,60.0,Low,66
23,192.0,85.0,Medium,66
31,183.0,73.0,Low,66
30,187.0,82.0,Medium,66
21,185.0,87.0,Medium,66
20,185.0,68.0,High,66
27,186.0,80.0,Medium,66
27,176.0,65.0,Medium,66
28,180.0,72.0,Medium,66
31,186.0,84.0,Medium,66
28,181.0,77.0,Medium,66
22,180.0,80.0,High,66
23,176.0,71.0,Medium,66
21,187.0,72.0,Medium,66
24,180.0,76.0,High,66
25,181.0,70.0,Medium,66
34,173.0,70.0,Medium,66
25,179.0,71.0,Medium,66
22,176.0,76.0,Medium,66
19,183.0,75.0,Medium,66
28,190.0,81.0,Low,66
23,193.0,94.0,Medium,66
22,185.0,77.0,Medium,66
35,175.0,72.0,Medium,66
28,182.0,79.0,Medium,66
28,180.0,68.0,High,66
22,174.0,69.0,High,66
24,178.0,70.0,Medium,66
22,180.0,78.0,Medium,66
23,178.0,71.0,High,66
25,179.0,66.0,Medium,66
36,174.0,70.0,Medium,66
31,184.0,78.0,High,66
34,187.0,81.0,Medium,66
22,189.0,76.0,Medium,66
22,191.0,83.0,Medium,66
30,195.0,91.0,Medium,66
26,192.0,96.0,Medium,66
36,181.0,77.0,Medium,66
19,181.0,74.0,Medium,66
27,177.0,75.0,High,66
25,180.0,76.0,Medium,66
25,178.0,74.0,Medium,66
23,173.0,60.0,Medium,66
25,178.0,77.0,Medium,66
25,190.0,85.0,Medium,66
29,176.0,75.0,Medium,66
28,184.0,82.0,Medium,66
24,182.0,77.0,High,66
29,186.0,74.0,Medium,66
26,178.0,73.0,Medium,66
25,184.0,71.0,Medium,66
26,188.0,86.0,Medium,66
25,180.0,84.0,Medium,66
33,188.0,86.0,Medium,66
26,177.0,77.0,High,66
27,187.0,77.0,Medium,66
23,180.0,77.0,Medium,66
23,188.0,72.0,Medium,66
23,170.0,70.0,Medium,66
24,183.0,69.0,Medium,66
24,176.0,80.0,Medium,66
28,192.0,85.0,Medium,66
38,185.0,85.0,Low,66
25,182.0,70.0,Medium,66
27,183.0,74.0,High,66
24,183.0,75.0,Medium,66
27,174.0,66.0,Medium,66
19,172.0,68.0,High,66
25,183.0,76.0,Medium,66
25,188.0,76.0,Medium,66
26,183.0,80.0,Medium,66
25,179.0,72.0,Medium,66
22,180.0,75.0,High,66
28,175.0,68.0,High,66
21,177.0,70.0,High,66
25,186.0,76.0,High,66
29,180.0,76.0,Medium,66
24,164.0,70.0,High,66
26,192.0,83.0,Medium,66
29,171.0,71.0,High,66
22,173.0,60.0,High,66
33,179.0,78.0,High,66
19,175.0,63.0,High,66
26,181.0,75.0,High,66
29,176.0,75.0,Medium,66
29,194.0,92.0,Medium,66
25,196.0,90.0,High,66
26,187.0,80.0,Medium,66
26,180.0,69.0,Medium,66
21,183.0,75.0,Medium,66
30,174.0,73.0,Medium,66
30,188.0,88.0,Low,66
23,171.0,78.0,High,66
23,191.0,85.0,Medium,66
36,170.0,65.0,Medium,66
22,184.0,71.0,High,66
19,170.0,66.0,Medium,66
28,196.0,84.0,Medium,66
27,185.0,80.0,Medium,66
33,179.0,75.0,Medium,66
25,185.0,85.0,Medium,66
30,175.0,68.0,High,66
33,186.0,80.0,High,66
30,175.0,69.0,Medium,66
27,185.0,79.0,Medium,66
29,180.0,78.0,Low,66
34,182.0,79.0,High,66
22,182.0,81.0,Medium,66
25,182.0,76.0,Medium,66
25,186.0,75.0,High,66
24,191.0,77.0,Medium,66
26,185.0,76.0,Medium,66
20,175.0,70.0,Medium,66
18,167.0,61.0,High,66
27,183.0,67.0,High,66
31,170.0,64.0,High,66
22,180.0,74.0,Low,66
25,175.0,73.0,High,66
31,180.0,74.0,Low,66
19,178.0,64.0,Medium,66
24,185.0,73.0,Medium,66
25,184.0,79.0,Medium,66
31,178.0,73.0,Medium,66
23,178.0,64.0,High,66
22,178.0,72.0,Medium,66
22,177.0,69.0,Medium,66
21,196.0,90.0,Medium,66
35,182.0,75.0,Medium,66
30,175.0,66.0,Medium,66
24,188.0,82.0,Medium,66
28,175.0,68.0,High,66
24,170.0,57.0,High,66
36,166.0,76.0,Low,66
26,175.0,70.0,High,66
20,186.0,81.0,Medium,66
31,190.0,86.0,Medium,66
28,191.0,90.0,Medium,66
29,181.0,85.0,High,66
24,184.0,79.0,Medium,66
22,189.0,87.0,Medium,66
30,186.0,75.0,Medium,66
24,187.0,81.0,Medium,66
31,179.0,71.0,Medium,66
31,178.0,69.0,High,66
36,173.0,75.0,Medium,66
22,180.0,74.0,Medium,66
25,172.0,68.0,Medium,66
25,193.0,84.0,Medium,66
28,183.0,76.0,Medium,66
17,170.0,68.0,High,66
26,173.0,69.0,Medium,66
24,190.0,90.0,Medium,66
28,175.0,68.0,Low,66
31,188.0,84.0,Low,66
25,173.0,74.0,Medium,66
27,178.0,76.0,High,66
27,190.0,88.0,Medium,66
21,178.0,69.0,High,66
20,176.0,70.0,Medium,66
20,190.0,82.0,Medium,66
28,182.0,74.0,Medium,66
31,197.0,84.0,Medium,66
29,180.0,79.0,High,66
20,174.0,73.0,High,66
23,186.0,81.0,High,66
23,176.0,72.0,Medium,66
19,177.0,71.0,Medium,66
27,191.0,83.0,Medium,66
25,188.0,75.0,High,66
30,184.0,84.0,Medium,66
25,178.0,72.0,Medium,66
24,188.0,79.0,Medium,66
28,174.0,70.0,Medium,66
24,188.0,82.0,Medium,66
25,177.0,69.0,Medium,66
26,187.0,77.0,High,66
24,196.0,83.0,Medium,66
25,196.0,93.0,Medium,66
32,187.0,85.0,Medium,66
23,186.0,84.0,Medium,66
23,168.0,63.0,Medium,66
24,193.0,83.0,Medium,66
26,178.0,74.0,Medium,66
22,187.0,78.0,Medium,66
23,181.0,70.0,Low,66
30,187.0,81.0,Medium,66
39,188.0,86.0,Medium,66
27,181.0,78.0,Medium,66
33,184.0,84.0,Medium,66
34,175.0,74.0,High,66
26,188.0,71.0,High,66
20,181.0,70.0,Medium,66
21,178.0,74.0,Medium,66
26,185.0,78.0,High,66
26,183.0,75.0,High,66
22,169.0,65.0,High,66
25,185.0,80.0,Medium,66
29,182.0,79.0,Medium,66
25,183.0,74.0,High,66
22,169.0,68.0,Medium,66
26,176.0,80.0,High,66
21,175.0,69.0,Medium,66
24,178.0,75.0,High,66
23,175.0,68.0,High,66
23,170.0,70.0,Medium,66
24,168.0,67.0,Medium,65
35,188.0,81.0,Medium,65
20,188.0,72.0,Medium,65
23,191.0,80.0,High,65
22,175.0,64.0,Medium,65
19,182.0,75.0,Medium,65
24,190.0,89.0,Medium,65
31,185.0,72.0,Medium,65
28,183.0,65.0,Medium,65
25,180.0,80.0,Medium,65
26,180.0,71.0,Medium,65
21,184.0,82.0,Medium,65
17,193.0,71.0,Medium,65
21,180.0,75.0,Medium,65
25,178.0,70.0,Medium,65
26,183.0,70.0,Low,65
25,178.0,70.0,Medium,65
30,183.0,75.0,Medium,65
23,171.0,74.0,High,65
25,180.0,74.0,Medium,65
28,185.0,78.0,Medium,65
26,178.0,81.0,Medium,65
27,192.0,85.0,Medium,65
21,188.0,65.0,High,65
25,191.0,83.0,Medium,65
32,191.0,90.0,Low,65
22,177.0,75.0,Medium,65
25,167.0,72.0,High,65
29,188.0,81.0,Medium,65
21,183.0,71.0,High,65
30,177.0,75.0,High,65
20,176.0,74.0,Medium,65
31,183.0,70.0,Medium,65
23,177.0,70.0,Medium,65
25,186.0,79.0,Medium,65
23,170.0,68.0,High,65
22,179.0,74.0,Medium,65
22,175.0,71.0,High,65
20,171.0,68.0,Medium,65
23,188.0,83.0,High,65
28,188.0,77.0,Medium,65
21,178.0,75.0,High,65
35,180.0,71.0,High,65
25,182.0,73.0,Medium,65
22,185.0,79.0,Low,65
22,179.0,70.0,High,65
29,183.0,79.0,Low,65
29,183.0,78.0,Medium,65
31,176.0,73.0,High,65
22,187.0,87.0,High,65
37,189.0,88.0,Medium,65
25,184.0,71.0,High,65
26,177.0,75.0,Medium,65
22,186.0,77.0,Medium,65
22,184.0,77.0,Medium,65
20,185.0,80.0,Medium,65
23,170.0,62.0,Medium,65
23,185.0,79.0,Medium,65
23,188.0,80.0,High,65
18,175.0,70.0,Medium,65
27,180.0,68.0,Medium,65
24,186.0,81.0,Medium,65
20,189.0,81.0,Medium,65
24,176.0,74.0,Medium,65
21,174.0,64.0,Medium,65
23,191.0,79.0,Medium,65
26,184.0,76.0,Medium,65
29,178.0,76.0,High,65
23,175.0,71.0,Medium,65
22,187.0,82.0,Medium,65
29,175.0,71.0,Medium,65
34,180.0,81.0,High,65
26,174.0,73.0,Medium,65
24,172.0,73.0,High,65
20,185.0,83.0,Medium,65
35,190.0,88.0,Medium,65
30,178.0,71.0,Medium,65
25,185.0,79.0,Medium,65
24,183.0,79.0,Medium,65
22,181.0,79.0,Medium,65
24,171.0,66.0,Medium,65
30,179.0,75.0,Low,65
27,172.0,68.0,Medium,65
29,171.0,63.0,High,65
33,189.0,83.0,Medium,65
23,185.0,78.0,Medium,65
25,184.0,77.0,Medium,65
26,186.0,82.0,Medium,65
